StartTime: 2020-03-20 16:20:22.093
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
225.811	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.5474	-24.9994	178.2477	39.2000	-3	-291	108 
225.821	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.5638	-24.3732	178.4729	39.2200	-3	-290	108 
225.821	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.5858	-23.7469	178.6981	39.2200	-3	-291	108 
225.831	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.6078	-23.1262	178.9178	39.2000	-3	-291	109 
225.831	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.6353	-22.5055	179.1431	39.2000	-2	-292	109 
225.831	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.6627	-21.8903	179.3628	39.2300	-1	-293	110 
225.841	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.6957	-21.2750	179.5770	39.2300	0	-293	109 
225.841	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	8.7561	-20.6323	179.7583	39.1800	0	-293	109 
225.851	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	8.8220	-19.9896	179.9341	39.1800	0	-294	109 
225.851	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	8.8824	-19.3524	-179.8792	39.1900	0	-294	109 
225.867	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	8.9539	-18.7207	-179.7034	39.1900	1	-293	109 
225.867	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	9.0198	-18.0835	-179.5276	39.1900	1	-292	109 
225.867	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	9.0912	-17.4518	-179.3518	39.2100	1	-292	109 
225.877	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	9.1626	-16.8256	-179.1760	39.2100	2	-293	108 
225.877	0.6865	0.3228	1.9624	24.0479	130.6763	11.4136	9.2340	-16.1993	-179.0057	39.1000	2	-294	108 
225.887	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	9.3439	-15.5676	-178.8794	39.1000	2	-294	108 
225.887	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	9.4537	-14.9414	-178.7476	39.1700	2	-295	108 
225.897	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	9.5636	-14.3152	-178.6212	39.1700	2	-295	108 
225.897	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	9.6735	-13.6945	-178.4949	39.1500	3	-296	109 
225.907	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	9.7833	-13.0737	-178.3685	39.1500	4	-297	110 
225.907	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	9.8987	-12.4585	-178.2367	39.2200	5	-297	109 
225.907	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	10.0140	-11.8378	-178.1104	39.2200	5	-297	109 
225.917	0.5093	0.3726	1.9746	27.7100	127.1362	3.4180	10.1239	-11.2280	-177.9840	39.2200	5	-297	110 
225.917	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	10.2667	-10.6403	-177.8961	39.1800	6	-296	111 
225.927	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	10.4095	-10.0525	-177.8082	39.1800	6	-296	111 
225.927	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	10.5524	-9.4702	-177.7203	39.1500	7	-295	111 
225.937	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	10.7007	-8.8879	-177.6324	39.1500	7	-296	111 
225.937	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	10.8435	-8.3112	-177.5446	39.2400	7	-296	112 
225.947	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	10.9863	-7.7344	-177.4567	39.2400	7	-296	112 
225.947	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	11.1292	-7.1576	-177.3633	39.2300	7	-296	113 
225.947	0.3384	0.4268	2.0020	30.9448	118.0420	-3.1128	11.2775	-6.5808	-177.2699	39.2300	7	-295	114 
225.957	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	11.4313	-6.0590	-177.2095	39.1100	8	-295	115 
225.957	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	11.5906	-5.5316	-177.1436	39.1100	9	-296	114 
225.967	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	11.7444	-5.0098	-177.0776	39.1100	9	-297	114 
225.967	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	11.9037	-4.4879	-177.0117	39.2000	10	-297	114 
225.977	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	12.0575	-3.9716	-176.9458	39.2000	10	-297	114 
225.977	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	12.2168	-3.4552	-176.8744	39.1900	10	-298	114 
225.977	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	12.3706	-2.9388	-176.8030	39.1900	10	-298	115 
225.987	0.2134	0.4712	2.0039	31.8604	106.0181	-6.2866	12.5299	-2.4225	-176.7371	39.2400	12	-299	115 
225.987	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	12.6837	-1.9501	-176.6766	39.2400	13	-299	115 
225.997	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	12.8375	-1.4777	-176.6107	39.1800	13	-299	115 
225.997	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	12.9913	-1.0107	-176.5503	39.1800	14	-299	115 
226.007	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	13.1506	-0.5438	-176.4844	39.2200	15	-299	114 
226.007	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	13.3044	-0.0769	-176.4240	39.2200	16	-299	114 
226.017	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	13.4583	0.3845	-176.3580	39.2000	17	-299	114 
226.017	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	13.6121	0.8459	-176.2921	39.2000	18	-299	115 
226.017	0.0972	0.5088	1.9966	30.5786	96.0693	-5.7373	13.7714	1.3074	-176.2262	39.2000	18	-299	114 
226.027	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	13.9197	1.7578	-176.1548	39.2300	18	-298	114 
226.027	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	14.0680	2.2083	-176.0834	39.2300	18	-299	114 
226.037	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	14.2163	2.6532	-176.0120	39.1500	19	-299	114 
226.037	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	14.3701	3.1036	-175.9351	39.1500	20	-299	114 
226.047	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	14.5184	3.5431	-175.8636	39.1300	21	-299	115 
226.047	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	14.6667	3.9880	-175.7867	39.1300	21	-300	115 
226.057	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	14.8206	4.4330	-175.7098	39.2300	20	-301	115 
226.057	-0.0137	0.5410	1.9946	28.6255	92.8955	-3.6621	14.9689	4.8724	-175.6329	39.2300	20	-300	115 
226.057	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	15.1227	5.3394	-175.5396	39.1400	20	-300	115 
226.071	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	15.2710	5.8063	-175.4462	39.1400	22	-299	115 
226.071	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	15.4248	6.2677	-175.3583	39.1400	23	-299	114 
226.081	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	15.5731	6.7346	-175.2649	39.2500	23	-299	115 
226.081	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	15.7269	7.1960	-175.1715	39.2500	24	-299	115 
226.091	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	15.8807	7.6520	-175.0781	39.1600	24	-299	116 
226.091	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	16.0345	8.1134	-174.9792	39.1600	24	-299	117 
226.091	-0.1519	0.5762	1.9531	27.2217	97.1069	-2.0752	16.1884	8.5693	-174.8859	39.1200	25	-299	118 
226.101	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	16.3422	9.0692	-174.7760	39.1200	26	-299	119 
226.101	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	16.5015	9.5636	-174.6661	39.1600	25	-300	119 
226.111	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	16.6663	10.0580	-174.5563	39.1600	25	-301	119 
226.111	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	16.8256	10.5524	-174.4409	39.1800	25	-300	119 
226.121	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	16.9849	11.0413	-174.3256	39.1800	24	-300	119 
226.121	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	17.1497	11.5302	-174.2102	39.1800	25	-300	120 
226.131	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	17.3145	12.0190	-174.0948	39.1800	25	-300	120 
226.131	-0.2871	0.6030	1.9204	26.7944	104.0649	-1.6479	17.4792	12.5079	-173.9795	39.1800	27	-301	122 
226.131	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	17.6495	13.0298	-173.8531	39.1800	28	-301	123 
226.141	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	17.8143	13.5461	-173.7323	39.1800	28	-301	123 
226.141	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	17.9901	14.0680	-173.6060	39.1900	28	-301	123 
226.151	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	18.1604	14.5844	-173.4796	39.1900	29	-301	123 
226.151	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	18.3362	15.0952	-173.3478	39.2400	30	-300	123 
226.161	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	18.5120	15.6116	-173.2214	39.2400	30	-301	123 
226.161	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	18.6877	16.1224	-173.0896	39.2000	30	-302	123 
226.171	-0.4351	0.6348	1.8755	26.1841	109.3140	-2.1973	18.8635	16.6278	-172.9523	39.2000	31	-302	123 
226.171	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	19.0448	17.1552	-172.8204	39.2000	31	-303	123 
226.171	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	19.2261	17.6825	-172.6886	39.2000	31	-303	123 
226.181	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	19.4073	18.2043	-172.5513	39.2000	31	-303	123 
226.181	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	19.5941	18.7262	-172.4139	39.1900	31	-302	122 
226.191	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	19.7809	19.2480	-172.2766	39.1900	32	-301	123 
226.191	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	19.9677	19.7644	-172.1393	39.2100	32	-301	123 
226.201	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	20.1544	20.2808	-171.9965	39.2100	32	-302	124 
226.201	-0.5820	0.6616	1.8052	25.5127	110.6567	-3.4790	20.3467	20.7916	-171.8536	39.1600	33	-302	124 
226.201	-0.7056	0.6851	1.7632	23.9868	105.7739	-4.8218	20.5334	21.2915	-171.7218	39.1600	33	-303	125 
226.211	-0.7056	0.6851	1.7632	23.9868	105.7739	-4.8218	20.7147	21.7914	-171.5900	39.1600	33	-303	125 
226.211	-0.7056	0.6851	1.7632	23.9868	105.7739	-4.8218	20.9015	22.2913	-171.4526	39.1600	33	-302	126 
226.221	-0.7056	0.6851	1.7632	23.9868	105.7739	-4.8218	21.0938	22.7856	-171.3153	39.2800	33	-302	127 
226.221	-0.7056	0.6851	1.7632	23.9868	105.7739	-4.8218	21.2805	23.2800	-171.1780	39.2800	33	-302	128 
226.231	-0.7056	0.6851	1.7632	23.9868	105.7739	-4.8218	21.4728	23.7689	-171.0352	39.2800	32	-301	128 
226.231	-0.7056	0.6851	1.7632	23.9868	105.7739	-4.8218	21.6705	24.2578	-170.8923	39.2200	33	-301	127 
226.241	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	21.8408	24.7083	-170.7715	39.2200	34	-302	127 
226.241	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	22.0166	25.1477	-170.6506	39.1700	34	-302	127 
226.241	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	22.1924	25.5927	-170.5243	39.1700	34	-303	127 
226.251	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	22.3682	26.0321	-170.4034	39.1400	35	-303	128 
226.251	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	22.5494	26.4716	-170.2771	39.1400	35	-303	128 
226.261	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	22.7252	26.9110	-170.1453	39.1500	35	-302	127 
226.261	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	22.9065	27.3450	-170.0134	39.1500	36	-302	126 
226.271	-0.8184	0.7061	1.7134	20.6299	94.5435	-5.3101	23.0933	27.7789	-169.8816	39.1900	36	-302	126 
226.271	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	23.2416	28.1415	-169.7827	39.1900	36	-303	126 
226.281	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	23.3899	28.4985	-169.6783	39.1900	36	-304	126 
226.281	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	23.5437	28.8556	-169.5740	39.1900	37	-304	126 
226.281	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	23.6975	29.2126	-169.4696	39.1900	37	-304	126 
226.291	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	23.8513	29.5697	-169.3652	39.2200	38	-304	126 
226.291	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	24.0051	29.9213	-169.2554	39.2200	38	-303	126 
226.301	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	24.1589	30.2728	-169.1455	39.1800	39	-303	127 
226.301	-0.8779	0.7139	1.6831	16.2964	78.0029	-4.6387	24.3182	30.6244	-169.0411	39.1800	39	-303	127 
226.311	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	24.4336	30.8881	-168.9642	39.1900	39	-302	126 
226.311	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	24.5544	31.1462	-168.8928	39.1900	39	-303	126 
226.311	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	24.6698	31.4044	-168.8159	39.1300	39	-303	126 
226.321	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	24.7906	31.6626	-168.7445	39.1300	39	-303	126 
226.321	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	24.9115	31.9208	-168.6676	39.1300	40	-303	127 
226.331	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	25.0269	32.1790	-168.5907	39.1700	40	-303	128 
226.331	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	25.1477	32.4316	-168.5138	39.1700	40	-303	128 
226.341	-0.9116	0.7178	1.6519	11.7798	58.4717	-3.0518	25.2686	32.6843	-168.4369	39.2400	40	-303	128 
226.341	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.3564	32.8601	-168.3929	39.2400	40	-303	128 
226.351	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.4443	33.0414	-168.3490	39.2500	40	-302	128 
226.351	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.5322	33.2172	-168.3051	39.2500	41	-301	127 
226.351	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.6201	33.3875	-168.2556	39.1600	39	-302	128 
226.361	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.7080	33.5632	-168.2062	39.1600	38	-302	129 
226.361	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.7959	33.7390	-168.1622	39.1700	40	-303	129 
226.371	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.8838	33.9093	-168.1183	39.1700	42	-303	130 
226.371	-0.9116	0.7134	1.6343	8.3008	42.1143	-1.4038	25.9717	34.0851	-168.0688	39.2200	43	-304	131 
226.381	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.0541	34.2444	-168.0304	39.2200	44	-305	131 
226.381	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.1365	34.3982	-167.9919	39.2200	44	-305	131 
226.392	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.2189	34.5575	-167.9480	39.1600	45	-305	131 
226.392	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.3068	34.7113	-167.9095	39.1600	46	-305	132 
226.392	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.3892	34.8706	-167.8711	39.2100	47	-305	133 
226.402	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.4771	35.0244	-167.8326	39.2100	48	-305	134 
226.402	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.5594	35.1782	-167.7942	39.2300	49	-305	135 
226.412	-0.9526	0.7168	1.5898	7.6904	38.2690	-0.9155	26.6418	35.3320	-167.7557	39.2300	49	-304	136 
226.412	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	26.7737	35.5573	-167.6788	39.2200	49	-303	137 
226.422	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	26.9000	35.7825	-167.6019	39.2200	50	-304	137 
226.422	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	27.0264	36.0077	-167.5250	39.1800	51	-304	137 
226.422	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	27.1582	36.2274	-167.4481	39.1800	51	-305	138 
226.432	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	27.2845	36.4526	-167.3712	39.1800	51	-305	139 
226.432	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	27.4164	36.6724	-167.2888	39.1500	50	-306	140 
226.442	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	27.5482	36.8921	-167.2119	39.1500	50	-307	141 
226.442	-1.0156	0.7266	1.5063	11.1084	52.2461	-1.8311	27.6801	37.1118	-167.1295	39.1700	49	-307	142 
226.452	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	27.8888	37.4634	-166.9757	39.1700	49	-307	142 
226.452	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	28.1085	37.8149	-166.8164	39.2000	50	-306	143 
226.462	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	28.3228	38.1665	-166.6571	39.2000	50	-306	143 
226.462	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	28.5425	38.5126	-166.4978	39.1000	50	-306	143 
226.462	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	28.7622	38.8586	-166.3330	39.1000	50	-306	143 
226.484	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	28.9874	39.2047	-166.1682	39.2200	52	-307	145 
226.484	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	29.2072	39.5453	-166.0034	39.2200	53	-308	146 
226.494	-1.1309	0.7412	1.4106	17.4561	79.1626	-3.7842	29.4379	39.8859	-165.8331	39.2200	53	-308	146 
226.494	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	29.7729	40.3857	-165.5640	39.2000	54	-307	146 
226.504	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	30.1135	40.8801	-165.2948	39.2000	55	-308	148 
226.504	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	30.4541	41.3690	-165.0201	39.1000	56	-308	149 
226.514	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	30.8057	41.8579	-164.7400	39.1000	56	-308	149 
226.514	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	31.1627	42.3413	-164.4543	39.1900	56	-307	150 
226.514	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	31.5198	42.8247	-164.1577	39.1900	57	-308	150 
226.524	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	31.8878	43.3026	-163.8611	39.1800	58	-308	150 
226.524	-1.2842	0.7642	1.2417	24.8413	109.8633	-6.5308	32.2614	43.7750	-163.5590	39.1800	59	-307	150 
226.534	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	32.7283	44.3683	-163.1689	39.1800	59	-306	150 
226.534	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	33.2117	44.9506	-162.7679	39.1800	60	-306	150 
226.544	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	33.7061	45.5328	-162.3560	39.1800	60	-307	150 
226.544	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	34.2059	46.1096	-161.9330	39.1800	61	-307	151 
226.544	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	34.7168	46.6809	-161.4990	39.1800	61	-306	151 
226.554	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	35.2386	47.2522	-161.0596	39.1200	62	-306	152 
226.554	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	35.7715	47.8125	-160.6036	39.1200	63	-305	153 
226.564	-1.4014	0.7793	1.0913	31.0669	132.8125	-9.2773	36.3208	48.3728	-160.1367	39.1500	64	-306	154 
226.564	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	36.9250	48.9771	-159.6204	39.1500	64	-306	154 
226.574	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	37.5403	49.5758	-159.0875	39.2000	64	-306	155 
226.574	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	38.1775	50.1691	-158.5437	39.2000	65	-306	156 
226.584	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	38.8257	50.7568	-157.9779	39.1400	64	-306	157 
226.584	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	39.4904	51.3391	-157.4011	39.1400	64	-306	158 
226.584	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	40.1715	51.9104	-156.8024	39.2500	63	-307	160 
226.595	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	40.8691	52.4817	-156.1871	39.2500	63	-307	161 
226.595	-1.5269	0.7944	0.9448	33.5693	140.9302	-11.4136	41.5833	53.0420	-155.5609	39.2500	63	-307	163 
226.605	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	42.3193	53.6023	-154.9127	39.1600	63	-307	164 
226.605	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	43.0774	54.1571	-154.2535	39.1600	64	-306	165 
226.615	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	43.8519	54.7009	-153.5724	39.1700	64	-305	166 
226.615	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	44.6484	55.2393	-152.8693	39.1700	64	-306	166 
226.625	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	45.4614	55.7721	-152.1442	39.2400	65	-306	167 
226.625	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	46.3019	56.2939	-151.4026	39.2400	65	-306	167 
226.625	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	47.1588	56.8103	-150.6335	39.2200	65	-306	167 
226.635	-1.5967	0.8086	0.7695	33.9355	138.0005	-13.0615	48.0377	57.3212	-149.8480	39.2200	66	-306	168 
226.635	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	48.8947	57.7936	-149.0900	39.1800	67	-305	169 
226.645	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	49.7736	58.2605	-148.3154	39.1800	66	-305	169 
226.645	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	50.6744	58.7219	-147.5189	39.1800	66	-305	168 
226.655	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	51.5918	59.1724	-146.7004	39.1500	67	-305	168 
226.655	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	52.5366	59.6118	-145.8600	39.1500	67	-306	168 
226.655	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	53.5034	60.0458	-144.9921	39.1900	66	-305	168 
226.665	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	54.4922	60.4742	-144.1022	39.1900	65	-305	168 
226.665	-1.6768	0.8193	0.6245	33.6914	127.1973	-13.9771	55.5029	60.8862	-143.1848	39.1800	64	-305	167 
226.681	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	56.4148	61.2433	-142.3828	39.1800	63	-305	167 
226.681	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	57.3376	61.5839	-141.5588	39.2200	63	-305	166 
226.691	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	58.2825	61.9244	-140.7184	39.2200	62	-305	166 
226.691	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	59.2493	62.2540	-139.8560	39.1900	61	-305	165 
226.701	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	60.2271	62.5781	-138.9716	39.1900	61	-306	165 
226.701	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	61.2268	62.8912	-138.0707	39.1600	59	-306	164 
226.701	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	62.2485	63.1934	-137.1478	39.1600	58	-306	163 
226.711	-1.7192	0.8325	0.4756	31.0059	107.6660	-12.8784	63.2867	63.4900	-136.2085	39.1600	58	-307	162 
226.711	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	64.0558	63.6932	-135.5328	39.1300	58	-307	160 
226.721	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	64.8303	63.8855	-134.8462	39.1300	56	-307	159 
226.721	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	65.6213	64.0778	-134.1486	39.1300	55	-306	158 
226.731	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	66.4124	64.2645	-133.4454	39.1300	53	-306	157 
226.731	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	67.2144	64.4458	-132.7313	39.1500	52	-305	156 
226.741	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	68.0273	64.6161	-132.0062	39.1500	51	-306	155 
226.741	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	68.8458	64.7919	-131.2756	39.2500	50	-306	154 
226.741	-1.7671	0.8398	0.3711	24.4141	75.1953	-8.3008	69.6753	64.9567	-130.5341	39.2500	47	-305	153 
226.751	-1.7349	0.8491	0.4106	10.0708	20.2637	1.0376	69.9115	64.9731	-130.3638	39.1700	44	-304	152 
226.751	-1.7349	0.8491	0.4106	10.0708	20.2637	1.0376	70.1477	64.9951	-130.1990	39.1700	43	-305	152 
226.761	-1.7349	0.8491	0.4106	10.0708	20.2637	1.0376	70.3784	65.0171	-130.0287	39.1700	43	-305	151 
226.761	-1.7349	0.8491	0.4106	10.0708	20.2637	1.0376	70.6146	65.0336	-129.8584	39.2400	41	-304	149 
226.771	-1.7349	0.8491	0.4106	10.0708	20.2637	1.0376	70.8508	65.0555	-129.6881	39.2400	40	-304	148 
226.771	-1.7349	0.8491	0.4106	10.0708	20.2637	1.0376	71.0815	65.0720	-129.5178	39.1900	37	-304	147 
226.771	-1.7349	0.8491	0.4106	10.0708	20.2637	1.0376	71.3177	65.0940	-129.3420	39.1900	35	-304	146 
226.781	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	70.5432	64.8907	-130.1495	39.1900	33	-303	144 
